시도,시군구,설치장소,도로명주소,위도,경도
부산광역시,서구,서대신1동(주민센터),부산광역시 서구 구덕로315번길 49,35.11108129,129.0144229
부산광역시,서구,서대신3동(주민센터),부산광역시 서구 대신로 27,35.11346375,129.0119404
부산광역시,서구,서대신4동(주민센터),부산광역시 서구 꽃마을로 58,35.11924335,129.0117487
부산광역시,서구,부민동(주민센터),부산광역시 서구 임시수도기념로 22-11,35.10381788,129.0184899
부산광역시,서구,아미동(주민센터),부산광역시 서구 해돋이로269번길 17,35.10022703,129.0156593
부산광역시,서구,초장동(주민센터),부산광역시 서구 초장로27번길 32,35.09597853,129.0202897
부산광역시,서구,충무동(주민센터),부산광역시 서구 구덕로148번길 16,35.09802252,129.0216204
부산광역시,서구,남부민1동(주민센터),부산광역시 서구 충무대로255번길 5-26,35.09274404,129.0233092
부산광역시,서구,남부민2동(주민센터),부산광역시 서구 천마로 87,35.08451052,129.0205414
부산광역시,서구,암남동(주민센터),부산광역시 서구 충무대로 83,35.07989182,129.0209553
부산광역시,서구,대신푸르지오 1차,부산광역시 서구 대영로 38번길 11,35.10739824,129.0161323
부산광역시,서구,대신푸르지오 2차,부산광역시 서구 고운들로 181,35.10843751,129.0136662
부산광역시,서구,보람더하임,부산광역시 서구 대영로 24,35.10975995,129.0139787
부산광역시,서구,협성 르네상스,부산광역시 서구 대티로 159,35.11309684,129.0105427
부산광역시,서구,대신 해모로센트럴아파트,부산광역시 서구 대티로 178,35.11135771,129.0115523
부산광역시,서구,대신 롯데캐슬아파트,부산광역시 서구 대티로 161,35.11663227,129.0103121
부산광역시,서구,금호 어울림,부산광역시 서구 꽃마을로 57,35.11867993,129.0112151
부산광역시,서구,남성한빛가든,부산광역시 서구 꽃마을로 43,35.11754336,129.0113107
부산광역시,서구,대신 더샵,부산광역시 서구 꽃마을로 48,35.11831115,129.0121979
부산광역시,서구,대신 문화,부산광역시 서구 구덕로 350,35.11502544,129.0159748
부산광역시,서구,대신공원 한신휴플러스,부산광역시 서구 보수대로 284,35.11990842,129.0130624
부산광역시,서구,유진 대림,부산광역시 서구 보수대로 320번길 11,35.12075737,129.0117893
부산광역시,서구,브라운스톤 하이포레,부산광역시 서구 동대로 19번길 32,35.1184062,129.0191325
부산광역시,서구,동대신역 비스타동원,부산광역시 서구 보수대로 154번길 29,35.11037067,129.0228168
부산광역시,서구,동대신 삼익아파트,부산광역시 서구 대영로 73번길 39,35.11267776,129.0186003
부산광역시,서구,한웅드리머스,부산광역시 서구 구덕로 238-13,35.10549641,129.0193335
부산광역시,서구,부민 이 편한,부산광역시 서구 해돋이로 313,35.10431189,129.0165546
서울특별시,성북구,길음동부센트레빌아파트,서울특별시 성북구 숭인로2길 61,37.60935341,127.0249739
부산광역시,서구,경동리인,부산광역시 서구 보수대로 27,35.09927131,129.0242463
부산광역시,서구,봄여름가을겨울(보수대로),부산광역시 서구 보수대로 15,35.09831397,129.0244647
부산광역시,서구,남부민 현대타운,부산광역시 서구 충무대로 246,35.09258183,129.024371
부산광역시,서구,봄여름가을겨울(충무대로),부산광역시 서구 충무대로 229,35.09091058,129.0237359
부산광역시,서구,대림비치,부산광역시 서구 충무대로 133,35.08225838,129.0246474
부산광역시,서구,송도자유비치,부산광역시 서구 천해로 7번길 33,35.08176331,129.0192242
부산광역시,서구,삼경 빌라,부산광역시 서구 감천로 277,35.07987691,129.0184441
부산광역시,서구,정림비치,부산광역시 서구 감천로 271,35.08161886,129.017106
부산광역시,서구,송도 동일 스위트,부산광역시 서구 성산길 47-17,35.08037297,129.0119587
부산광역시,서구,혜성비치타운,부산광역시 서구 암남공원로 52,35.07138986,129.0157948
부산광역시,서구,송도현대아파트,부산광역시 서구 암남공원로 72,35.0700469,129.0168526
부산광역시,서구,풍림아이원,부산광역시 서구 암남공원로 39,35.07252221,129.0162035
부산광역시,서구,서린엘마르,부산광역시 서구 송도해변로 21,35.07139427,129.0174175
부산광역시,서구,힐스테이트 이진베이시티,부산광역시 서구 송도해변로 192,35.07843087,129.0242377
부산광역시,서구,송도 비스타동원더비치테라스,부산광역시 서구 암남공원로 16,35.07497331,129.0141397
대구광역시,북구,북구청,대구광역시 북구 옥산로 65 (침산동),35.88568334,128.5828459
대구광역시,북구,고성동 행정복지센터,대구광역시 북구 고성로31길 21 (고성동3가),35.88191669,128.5836102
대구광역시,북구,칠성동 행정복지센터,대구광역시 북구 칠성로19길 4 (칠성동2가),35.87922009,128.5998963
대구광역시,북구,침산1동 행정복지센터,대구광역시 북구 침산남로13길 16 (침산동),35.89035602,128.5811926
대구광역시,북구,침산2동 행정복지센터,대구광역시 북구 침산남로 195 (침산동),35.88727813,128.5969861
대구광역시,북구,침산3동 행정복지센터,대구광역시 북구 성북로 55 (침산동),35.89199775,128.5892559
대구광역시,북구,노원동 행정복지센터,대구광역시 북구 노원로10길 166 (노원동2가),35.8901469,128.5762257
대구광역시,북구,산격1동 행정복지센터,대구광역시 북구 연암로36길 6 (산격동),35.90037155,128.5968793
대구광역시,북구,산격2동 행정복지센터,대구광역시 북구 동북로31길 30 (산격동),35.90174977,128.6092688
대구광역시,북구,산격3동 행정복지센터,대구광역시 북구 대학로15길 16 (산격동),35.89347548,128.6086991
대구광역시,북구,산격4동 행정복지센터,대구광역시 북구 대구체육관로 48 (산격동),35.89224262,128.6043067
대구광역시,북구,복현1동 행정복지센터,대구광역시 북구 동북로52길 7 (복현동),35.89377478,128.6185932
대구광역시,북구,복현2동 행정복지센터,대구광역시 북구 복현로8길 16-5 (복현동),35.89536271,128.6254897
대구광역시,북구,대현동 행정복지센터,대구광역시 북구 대현남로 25 (대현동),35.88219079,128.6058241
대구광역시,북구,검단동 행정복지센터,대구광역시 북구 검단로41길 12 (검단동),35.91346481,128.6272275
대구광역시,북구,무태조야동 행정복지센터,대구광역시 북구 호국로43길 20 (서변동),35.92135364,128.5970467
대구광역시,북구,조야분소,대구광역시 북구 조야로 37 (조야동),35.91051449,128.576387
대구광역시,북구,연경분소,대구광역시 북구 연경중앙로 5 (연경동),35.94327291,128.617999
대구광역시,북구,관문동 행정복지센터,대구광역시 북구 매천로18길 34 (매천동),35.9016891,128.5421594
대구광역시,북구,노곡분소,대구광역시 북구 노곡로 25 (노곡동),35.90627017,128.562659
대구광역시,북구,금호분소,대구광역시 북구 한강로4길 1 (금호동),35.89678132,128.5145289
대구광역시,북구,태전1동 행정복지센터,대구광역시 북구 태전로7길 10-24 (태전동),35.92403326,128.5432097
대구광역시,북구,태전2동 행정복지센터,대구광역시 북구 칠곡중앙대로52길 32 (태전동),35.92149453,128.5487633
대구광역시,북구,구암동 행정복지센터,대구광역시 북구 구암서로 32 (구암동),35.93893365,128.5660406
대구광역시,북구,관음동 행정복지센터,대구광역시 북구 관음동로 125 (관음동),35.94422798,128.5473263
대구광역시,북구,읍내동 행정복지센터,대구광역시 북구 칠곡중앙대로 561 (읍내동),35.94592174,128.5505276
대구광역시,북구,동천동 행정복지센터,대구광역시 북구 대천로 81 (동천동),35.93732717,128.5581813
대구광역시,북구,국우동 행정복지센터,대구광역시 북구 구리로 188 (국우동),35.94802719,128.5753996
경기도,양주시,양주시보건소,경기도 양주시 부흥로 1533,37.7853533,127.044913
경기도,양주시,은남통합보건지소,경기도 양주시 남면 화합로610번길 161-13,37.8700354,127.006394
경기도,양주시,장흥보건지소,경기도 양주시 장흥면 권율로 7,37.7178852,126.9408836
경기도,양주시,연곡보건진료소,경기도 양주시 백석읍 부흥로419번길 26,37.8185357,126.9505062
경기도,양주시,봉암보건진료소,경기도 양주시 은현면 봉암14길 6 봉암보건진료소,37.9077876,127.007542
경기도,양주시,매곡보건진료소,경기도 양주시 남면 휴암로443번길 29-4 매곡보건진료소,37.8934682,126.9583418
경기도,양주시,동부건강생활지원센터,경기도 양주시 화합로 1426번길 90 양주체육복지센터 5층,37.8381418,127.068036
경기도,양주시,서부치매안심센터,경기도 양주시 광적면 부흥로618번길 303 양주문화예술회관 1층,37.8124953,126.9722989
경기도,양주시,참약사양주큰사랑약국,"경기도 양주시 화합로 1481, 1층 일부 (고암동)",37.8382247,127.07176
경기도,양주시,예사랑약국,"경기도 양주시 평화로 1440, 1층 105호 (덕계동)",37.8191132,127.04707
경기도,양주시,큰종로온누리약국,경기도 양주시 백석읍 양주산성로 540,37.7868771,126.9941691
경기도,양주시,초록약국,"경기도 양주시 고삼로 11, 1층 (만송동)",37.8000169,127.0856051
경기도,양주시,태평양약국,"경기도 양주시 은현면 은현로 515, 15,16호",37.9073478,127.0052443
경기도,양주시,행복한약국,"경기도 양주시 회정로 134, 두리테크 덕정타운 111호 (덕정동)",37.8371682,127.0683363
경기도,양주시,옥정제일약국,"경기도 양주시 회천남로 92, 1층 106,107호 (옥정동)",37.81858,127.0922087
경기도,양주시,옥정온누리약국,"경기도 양주시 옥정로 222, 옥정스카이 1층 108호 (옥정동)",37.8214014,127.0921542
경기도,양주시,모범약국,경기도 양주시 평화로 1420 (덕계동),37.8176936,127.0462593
경기도,양주시,우리약국,"경기도 양주시 회정로 114, 금강프라자 112호 (덕정동)",37.837266,127.0659336
경기도,양주시,다모아약국,"경기도 양주시 옥정로 196, 111호 (옥정동)",37.8189407,127.0921494
경기도,양주시,하나로약국,경기도 양주시 고덕로 280 (고읍동),37.8011767,127.0718117
경기도,양주시,가족약국,경기도 양주시 평화로 1426 (덕계동),37.8181094,127.04627
경기도,양주시,다나약국,"경기도 양주시 회정로 134, 4층 405호 (덕정동, 두리테크 덕정타운)",37.8371682,127.0683363
경기도,양주시,수약국,"경기도 양주시 회정로 132, 403호 (덕정동, 파르코프라자)",37.8371991,127.0679188
서울특별시,성북구,종암2차아이파크아파트,서울특별시 성북구 종암로9길 71,37.59630307,127.032513
경기도,양주시,늘푸른약국,"경기도 양주시 회정로 134, 두리테크 덕정타운 4층 (덕정동)",37.8371682,127.0683363
경기도,양주시,중앙약국,경기도 양주시  회정로  134 (덕정동),37.8371682,127.0683363
경기도,양주시,사랑약국,"경기도 양주시 고읍로 10, 세진빌딩 103호 (고읍동)",37.8019278,127.0787542
경기도,양주시,덕계약국,경기도 양주시 평화로 1435 (덕계동),37.819041,127.0460107
경기도,양주시,녹십자약국,경기도 양주시 백석읍 양주산성로 548,37.7867712,126.993314
경기도,양주시,아침향기약국,경기도 양주시 광적면 가래비길 148,37.8267073,126.9832819
경기도,양주시,가래비태평양약국,경기도 양주시 광적면 광적로 4,37.82002,126.9852759
경기도,양주시,초록온누리약국,경기도 양주시 고읍로 76 (광사동),37.7964106,127.0797591
경기도,양주시,양주수약국,경기도 양주시 고읍남로 1 (광사동),37.7956286,127.0810021
경기도,양주시,광적약국,경기도 양주시 광적면 가래비길 98,37.8245033,126.98436
경기도,양주시,태양약국,경기도 양주시 삼숭로38번길 80 (삼숭동),37.7960689,127.1058678
경기도,양주시,세종약국,경기도 양주시 회정로 107 (덕정동),37.8376775,127.0650881
경기도,양주시,평화약국,경기도 양주시 평화로 1440 (덕계동),37.8191132,127.04707
경기도,양주시,온누리약국,경기도 양주시 남면 개나리11길 2,37.8963662,126.9746608
경기도,양주시,자이프라자약국,경기도 양주시 삼숭로38번길 80 (삼숭동),37.7960689,127.1058678
경기도,양주시,프라자약국,경기도 양주시 고암길 306-77,37.8367545,127.0685776
경기도,양주시,선우약국,경기도 양주시 회정로 101,37.837574,127.0643517
경기도,양주시,성모약국,경기도 양주시 독바위로 5,37.8409228,127.0629131
경기도,양주시,백석읍 행정복지센터,경기 양주시 백석읍 중앙로223번길 46,37.7947803,126.9852909
경기도,양주시,은현면 행정복지센터,경기 양주시 은현면 은현로 66,37.875102,127.0244053
경기도,양주시,남면 행정복지센터,경기 양주시 남면 개나리17길 6,37.8976134,126.9768945
경기도,양주시,광적면 행정복지센터,경기 양주시 가래비길 93,37.8245929,126.9836295
경기도,양주시,양주1동 행정복지센터,경기 양주시 외미로64번길 45 양주1동 행정복지센터,37.7733594,127.0440705
경기도,양주시,양주2동 행정복지센터,경기 양주시 고읍로 77,37.7968946,127.0803438
경기도,양주시,회천1동 행정복지센터,경기 양주시 화합로1327번길 39,37.8470596,127.0646529
경기도,양주시,회천2동 행정복지센터,경기 양주시 평화로1475번길 39,37.8216617,127.0467604
경기도,양주시,회천3동 행정복지센터,경기 양주시 회정로 143 회천3동 주민센터,37.8378281,127.0689248
경기도,양주시,옥정1동 행정복지센터,경기 양주시 옥정로 397-7 회천4동 행정복지센터,37.837243,127.0900776
경기도,양주시,옥정2동 행정복지센터,경기 양주시 옥정동로7가길 4 파스텔시티Ⅱ,37.8213828,127.0943274
경상남도,거제시,거제시보건소,경상남도 거제시 수양로 506,34.89168757,128.6365604
경상남도,거제시,일운면보건지소,경상남도 거제시 일운면 지세포해안로 105,34.82931225,128.7064241
경상남도,거제시,동부면보건지소,경상남도 거제시 동부면 동부로2길 21-1,34.82206253,128.607218
경상남도,거제시,남부면보건지소,경상남도 거제시 남부면 저구1길 37-1,34.73073195,128.6077563
경상남도,거제시,둔덕면보건지소,경상남도 거제시 둔덕면 거제남서로 4606,34.83769065,128.5061362
경상남도,거제시,사등면보건지소,경상남도 거제시 사등면 성포로 104-1,34.91857836,128.5226723
경상남도,거제시,연초면보건지소,경상남도 거제시 연초면 죽토로 11,34.91459362,128.6565239
경상남도,거제시,하청면보건지소,경상남도 거제시 하청면 하청로 12-9,34.95515902,128.6556159
경상남도,거제시,장목면보건지소,경상남도 거제시 장목면 거제북로 1195,34.98964585,128.6817379
경상남도,거제시,칠천보건지소,경상남도 거제시 하청면 칠천로 274,34.98027188,128.6311553
경상남도,거제시,거제면보건지소,경상남도 거제시 거제면 읍내로7길 23,34.84768758,128.5910008
경상남도,거제시,구조라보건진료소,경상남도 거제시 일운면 구조라로 22,34.80670933,128.6953529
경상남도,거제시,망치보건진료소,경상남도 거제시 일운면 망치2길 12,34.81250091,128.6655886
경상남도,거제시,학동보건진료소,경상남도 거제시 동부면 거제중앙로 21,34.77677974,128.6401048
경상남도,거제시,가배보건진료소,경상남도 거제시 동부면 거제남서로 2269,34.78500052,128.5692244
경상남도,거제시,산달보건진료소,경상남도 거제시 거제면 산달1길 15-8,34.8159412,128.534426
경상남도,거제시,화도보건진료소,경상남도 거제시 둔덕면 화도길 139,34.82787932,128.4722327
경상남도,거제시,가조보건진료소,경상남도 거제시 사등면 가조로 1298,34.95767217,128.5206391
경상남도,거제시,한내보건진료소,경상남도 거제시 연초면 연하해안로 796,34.93154124,128.602025
경상남도,거제시,명동보건진료소,경상남도 거제시 연초면 대금산로 386,34.95044086,128.682311
경상남도,거제시,덕곡보건진료소,경상남도 거제시 하청면 덕곡3길 5,34.96135538,128.6188994
경상남도,거제시,구영보건진료소,경상남도 거제시 장목면 거제북로 1918-1,35.03009364,128.6966089
경상남도,거제시,외포보건진료소,경상남도 거제시 장목면 외포4길 12,34.94326291,128.7152603
경상남도,거제시,일운면사무소,경상남도 거제시 일운면 지세포4길 7,34.82956315,128.7034165
경상남도,거제시,동부면사무소,경상남도 거제시 동부면 동부로 16,34.82160837,128.6081181
경상남도,거제시,남부면사무소,경상남도 거제시 남부면 남부해안로 30,34.73224984,128.6101227
경상남도,거제시,거제면사무소,경상남도 거제시 거제면 서상길 1,34.8510014,128.5904175
경상남도,거제시,둔덕면사무소,경상남도 거제시 둔덕면 거제남서로 4620,34.8368124,128.5049076
경상남도,거제시,사등면사무소,경상남도 거제시 사등면 성포로 104,34.91891598,128.5222554
경상남도,거제시,연초면사무소,경상남도 거제시 연초면 죽토로 11,34.91459362,128.6565239
경상남도,거제시,하청면사무소,경상남도 거제시 하청면 하청로 12-7,34.95533335,128.6551977
경상남도,거제시,장목면사무소,경상남도 거제시 장목면 장동1길 46-1,34.98659231,128.6823826
경상남도,거제시,장승포동주민센터,경상남도 거제시 장승로 146-25,34.86737347,128.7271756
경상남도,거제시,능포동주민센터,경상남도 거제시 능포로 182,34.87917769,128.7345692
경상남도,거제시,아주동주민센터,경상남도 거제시 탑곡로 73,34.8623378,128.690971
경상남도,거제시,옥포1동주민센터,경상남도 거제시 옥포로2길 7,34.89012116,128.6960165
경상남도,거제시,옥포2동행정복지센터,경상남도 거제시 옥포로25길 20,34.89664033,128.6875957
서울특별시,성북구,길음뉴타운데시앙아파트,서울특별시 성북구 서경로 28,37.60614991,127.0157105
경상남도,거제시,장평동주민센터,경상남도 거제시 장평3로 10,34.88944152,128.6094016
경상남도,거제시,고현동주민센터,경상남도 거제시 거제중앙로13길 24,34.8825561,128.6231419
경상남도,거제시,상문동주민센터,경상남도 거제시 거제중앙로 1641,34.86805679,128.6378538
경상남도,거제시,수양동주민센터,경상남도 거제시 제산로5길 26,34.88793916,128.6462711
충청남도,금산군,금산군보건소,충청남도 금산군 금산읍 금산로 1559,36.112083,127.491968
충청남도,금산군,금성보건지소,충청남도 금산군 금성면 진산로 372,36.130609,127.453616
충청남도,금산군,제원보건지소,충청남도 금산군 제원면 제원3길 3,36.112733,127.546025
충청남도,금산군,부리보건지소,충청남도 금산군 부리면 현내1길 37,36.061127,127.555365
충청남도,금산군,군북보건지소,충청남도 금산군 군북면 군북로 699,36.166276,127.525934
충청남도,금산군,남일보건지소,충청남도 금산군 남일면 봉황로 84,36.04265,127.504568
충청남도,금산군,남이보건지소,충청남도 금산군 남이면 진악로 25,36.047947,127.436349
충청남도,금산군,진산보건지소,충청남도 금산군 진산면 읍내로 69,36.14419,127.370055
충청남도,금산군,복수보건지소,충청남도 금산군 복수면 복수로 152,36.166826,127.398392
충청남도,금산군,추부보건지소,충청남도 금산군 추부면 하마전로 31,36.190899,127.469959
충청남도,금산군,청담약국,충청남도 금산군 금산읍 인삼로 76,36.102784,127.490008
경상북도,영양군,영양군보건소,경상북도 영양군 영양읍 동서대로 82,36.66194588,129.1180639
경상북도,영양군,일월보건지소,경상북도 영양군 일월면 영양로 2405,36.70220711,129.1272019
경상북도,영양군,수비보건지소,경상북도 영양군 수비면 한티로 479-5,36.76620502,129.2001396
경상북도,영양군,청기보건지소,경상북도 영양군 청기면 청기2길 2,36.66058601,129.0633662
경상북도,영양군,석보보건지소,경상북도 영양군 석보면 두들마을길 51,36.55992012,129.1262903
경상북도,영양군,입암보건지소,경상북도 영양군 입암면 조기리길 18,36.59418336,129.0903635
경상북도,영양군,대천보건진료소,경상북도 영양군 입암면 선바위로 460,36.62195134,129.0420594
경상북도,영양군,송하보건진료소,경상북도 영양군 수비면 가천로 629,36.70098424,129.1938959
경상북도,영양군,무창보건진료소,경상북도 영양군 영양읍 화무로 1988,36.63150157,129.2006999
경상북도,영양군,수하보건진료소,경상북도 영양군 수비면 낙동정맥로 3457,36.82765321,129.2590124
경상북도,영양군,용화보건진료소,경상북도 영양군 일월면 영양로 3773,36.78902227,129.1502844
경상북도,영양군,당리보건진료소,경상북도 영양군 청기면 재일로 1377-3,36.75580362,129.05275
경상북도,영양군,상청보건진료소,경상북도 영양군 청기면 청기로 553,36.63531287,129.0648448
경상북도,영양군,화매보건진료소,경상북도 영양군 석보면 석보로 1189,36.51500339,129.1809805
경상북도,영양군,명성약국,경상북도 영양군 영양읍 동서대로 76-1,36.66217637,129.1173737
경상북도,영양군,일월산약국,경상북도 영양군 영양읍 동서대로 78,36.66220186,129.1175919
경상북도,영양군,보성약국,경상북도 영양군 입암면 입암로 130-1,36.5964543,129.0891841
경상북도,영양군,보건약국,경상북도 영양군 영양읍 동서대로 62,36.66232943,129.1157781
경상북도,영양군,영양읍행정복지센터,경상북도 영양군 영양읍 군청길 53,36.66716018,129.1141042
경상북도,영양군,석보면사무소,경상북도 영양군 석보면 원리3길 3,36.55805279,129.1247235
경상북도,영양군,수비면행정복지센터,경상북도 영양군 수비면 한티로 503,36.76522193,129.2025632
경상북도,영양군,청기면사무소,경상북도 영양군 청기면 청기1길 9-6,36.66141502,129.0624646
경상북도,영양군,입암면행정복지센터,경상북도 영양군 입암면 조기리길 10,36.59305723,129.0902661
경상북도,영양군,일월면사무소,경상북도 영양군 일월면 영양로 2419,36.70237538,129.12876
경상북도,영양군,영양읍분회경로당,경상북도 영양군 영양읍 동서부길 15,36.66513676,129.1167131
경상북도,영양군,동부1리경로당,경상북도 영양군 영양읍 황용천길 68,36.66720163,129.1153718
경상북도,영양군,영의33경로당,경상북도 영양군 영양읍 동서부길 15,36.66513676,129.1167131
경상북도,영양군,LH아파트경로당,경상북도 영양군 영양읍 영양창수로 93(영양동부엘에이치아파트),36.66296096,129.1241728
경상북도,영양군,서부LH아파트경로당,경상북도 영양군 영양읍 동서대로 34,36.66277233,129.1121203
경상북도,영양군,도무골경로당,경상북도 영양군 영양읍 동부천2길 39,36.67012616,129.1142443
경상북도,영양군,서부1리경로당,경상북도 영양군 영양읍 시장4길 19,36.6634808,129.1170531
경상북도,영양군,서부2리경로당,경상북도 영양군 영양읍 팔수로 541,36.66171162,129.1119177
경상북도,영양군,팔수로 경로당,경상북도 영양군 영양읍 팔수로 542,36.66151295,129.1117205
경상북도,영양군,무학리 경로당,경상북도 영양군 영양읍 비리동천길 429-61,36.68071946,129.1859811
경상북도,영양군,서부경로당,경상북도 영양군 영양읍 옥골1길 5,36.66469124,129.1131731
경상북도,영양군,영양할머니경로당,경상북도 영양군 영양읍 옥골3길 12-3,36.663956,129.1121763
경상북도,영양군,서부3리경로당,경상북도 영양군 영양읍 자부1길 25,36.66602603,129.1099568
경상북도,영양군,북새경로당,경상북도 영양군 영양읍 지역골길 9,36.6656596,129.1104906
경상북도,영양군,서부4리경로당,경상북도 영양군 영양읍 솔광장길 9-3,36.66548156,129.113173
경상북도,영양군,황용리경로당,경상북도 영양군 영양읍 황용길 131,36.69252691,129.1034254
경상북도,영양군,현1리경로당,경상북도 영양군 영양읍 현동1길 33,36.65351159,129.1186504
경상북도,영양군,양평경로당,경상북도 영양군 영양읍 양평길 88-18,36.64812965,129.1068036
경상북도,영양군,현3리경로당,경상북도 영양군 영양읍 현동3길 5-5,36.64544095,129.1219826
경상북도,영양군,감천리경로당,경상북도 영양군 영양읍 감천2길 31,36.63312383,129.0888137
경상북도,영양군,감천리진막골경로당,경상북도 영양군 영양읍 진막골길 73,36.65055233,129.0947629
경상북도,영양군,감천2리경로당,경상북도 영양군 영양읍 지평길 51,36.620357,129.0898605
경상북도,영양군,삼지1리경로당,경상북도 영양군 영양읍 삼지길 98-4,36.6666242,129.1281308
경상북도,영양군,삼지2리경로당,경상북도 영양군 영양읍 연지길 126-1,36.67376321,129.1328807
경상북도,영양군,하원리경로당,경상북도 영양군 영양읍 상원로 27,36.66173417,129.1393814
경상북도,영양군,상원1리경로당,경상북도 영양군 영양읍 상원로 260,36.67810629,129.1476391
경상북도,영양군,상원2리경로당,경상북도 영양군 영양읍 새못골길 6,36.68397858,129.1480986
경상북도,영양군,상원3리경로당,경상북도 영양군 영양읍 상원로 472,36.68723075,129.1388273
경상북도,영양군,대천1리경로당,경상북도 영양군 영양읍 영양창수로 421-2,36.65064688,129.1562618
경상북도,영양군,선당 경로당,경상북도 영양군 영양읍 선당길 5,36.64795541,129.1618876
경상북도,영양군,대천2리경로당,경상북도 영양군 영양읍 옥산3길 9,36.65672866,129.1422878
경상북도,영양군,화천1리경로당,경상북도 영양군 영양읍 영양창수로 577,36.64523217,129.1711307
경상북도,영양군,화천2리경로당,경상북도 영양군 영양읍 창암3길 31,36.63656503,129.1771957
경상북도,영양군,무창1리경로당,경상북도 영양군 영양읍 영양창수로 939,36.63256158,129.1994488
경상북도,영양군,무창2리경로당,경상북도 영양군 영양읍 낙동정맥로 182,36.64908747,129.2053301
경상북도,영양군,무창3리경로당,경상북도 영양군 영양읍 금지1길 10-4,36.61954214,129.1994369
경상북도,영양군,양구리경로당,경상북도 영양군 영양읍 양구길 9,36.59483979,129.2121101
경상북도,영양군,기산리경로당,경상북도 영양군 영양읍 기산길 491,36.67697156,129.2587077
인천광역시,미추홀구,숭의1.3동,인천광역시 미추홀구 석정로92번길 21-17,37.46724303,126.6472204
인천광역시,미추홀구,숭의2동,인천광역시 미추홀구 경인로34번길 20,37.46303566,126.6472695
인천광역시,미추홀구,용현2동,인천광역시 미추홀구 용마루로 56,37.45617741,126.6442199
인천광역시,미추홀구,용현3동,인천광역시 미추홀구 인주대로 133,37.45674657,126.6519011
인천광역시,미추홀구,용현5동,인천광역시 미추홀구 토금북로 60,37.45255004,126.6402604
인천광역시,미추홀구,인소망약국,인천광역시 미추홀구 미추로 52 (숭의동),37.46459516,126.6462289
인천광역시,미추홀구,열린연세약국,"인천광역시 미추홀구 토금남로 53 (용현동, 한양프라자 105호)",37.45081807,126.6380872
인천광역시,미추홀구,용현독일약국,인천광역시 미추홀구 독정이로 7 (용현동),37.45677715,126.6546771
인천광역시,미추홀구,미추홀노인인력개발센터,인천광역시 미추홀구 독정이로 87 미추홀구청 본관3청사 1층,37.46255406,126.6505414
인천광역시,미추홀구,용현1.4동,인천광역시 미추홀구 인주대로 198,37.45480112,126.6585755
인천광역시,미추홀구,숭의4동,인천광역시 미추홀구 경인로156번길 32,37.46483916,126.6591374
인천광역시,미추홀구,도화1동,인천광역시 미추홀구 경인로 295,37.46090745,126.673829
인천광역시,미추홀구,도화2.3동,인천광역시 미추홀구 장고개로 29-1,37.47092611,126.6661471
인천광역시,미추홀구,주안1동,인천광역시 미추홀구 주안서로53번길 22,37.46379112,126.67658
인천광역시,미추홀구,주안2동,인천광역시 미추홀구 남주길43번길 14-29,37.45469924,126.6727245
인천광역시,미추홀구,도화태평양약국,"인천광역시 미추홀구 제일로 34, 1층 (도화동)",37.45854234,126.6739386
인천광역시,미추홀구,수성당약국,인천광역시 미추홀구 경인로 344 (주안동),37.45835196,126.6781803
인천광역시,미추홀구,힐스테이트푸르지오주안,인천광역시 미추홀구 남주길 150 힐스테이트푸르지오주안 관리사무소,37.45343014,126.6768057
인천광역시,미추홀구,주안파크자이플래티넘,인천광역시 미추홀구 인하로222번길 20 주안파크자이더플래티넘 관리사무소,37.44784675,126.6721571
인천광역시,미추홀구,학익1동,인천광역시 미추홀구 매소홀로 380,37.43983771,126.6641176
인천광역시,미추홀구,학익2동,인천광역시 미추홀구 한나루로 444,37.44658154,126.6674738
인천광역시,미추홀구,주안3동,인천광역시 미추홀구 주승로31번길 28-10,37.44488455,126.6740315
인천광역시,미추홀구,주안7동,인천광역시 미추홀구 인하로 265,37.44844518,126.6776513
인천광역시,미추홀구,주안열린약국,인천광역시 미추홀구 미추홀대로 610,37.45181678,126.6800476
인천광역시,미추홀구,미추홀구노인복지관,인천광역시 미추홀구 학익소로37번길 17,37.44507738,126.6711736
인천광역시,미추홀구,주안4동,인천광역시 미추홀구 구월남로 5,37.45512738,126.6903025
인천광역시,미추홀구,주안5동,인천광역시 미추홀구 석정로461번길 21,37.46706508,126.6863956
인천광역시,미추홀구,주안6동,인천광역시 미추홀구 경원대로864번길 59,37.46127832,126.692311
인천광역시,미추홀구,주안8동,인천광역시 미추홀구 인주대로470번길 24,37.44956626,126.6893094
인천광역시,미추홀구,관교동,인천광역시 미추홀구 인하로 452,37.44417922,126.6968093
인천광역시,미추홀구,문학동,인천광역시 미추홀구 소성로 339,37.43768495,126.6850043
인천광역시,미추홀구,건강프라자약국,인천광역시 미추홀구 경인로 431-1 (주안동),37.45828798,126.6881584
인천광역시,미추홀구,미소약국,"인천광역시 미추홀구 주안로 226, 217호 (주안동, 주안더월드스테이트 1단지 중심상가동 217호)",37.46300627,126.6952992
인천광역시,미추홀구,주안노인문화센터,인천광역시 미추홀구 석정로464,37.46588606,126.6873266
인천광역시,미추홀구,관교노인복지관,인천광역시 미추홀구 관교동 21-2,37.43928543,126.6960559
인천광역시,미추홀구,용현노인문화센터,인천광역시 미추홀구 인하로77번길 38,37.45273812,126.6579021
